SalesID,EmployeeID,CustomerID,ProductID,Quantity,Unit price,Discount,TotalPrice,SalesDate,TransactionNumber,Tempery key
2589,22,2589,357,1,5.98,0,30377,11/13/2020,T6NP0R03MFCUDWTQ5PR5,2699
2590,13,2590,173,3,246.168,0.2,38635,11/13/2020,XP2ALS9L4J00KM1AIYY5,2700
2591,10,2591,165,2,14.136,0.6,16469,11/13/2020,T8UZICZ2E9GUDWGLFFYR,2701
2592,11,2592,188,3,601.47,0.5,66260,11/13/2020,QAJ57QKP3JZEFCDI5P27,2702
2593,3,2593,45,2,79.1,0,37746,11/14/2020,RINULSZC3CIHYRLSOLJ7,2703
2594,11,2594,160,8,327.84,0,13608,11/14/2020,J7ULCR3P6DD1WYRWALXK,2704
2595,21,2595,17,2,180.96,0,74981,11/14/2020,06HWGLRQG4J0V7AS891W,2705
2596,1,2596,279,3,914.97,0,25026,11/15/2020,WZ4F1SUVDZLMDJ1CPV6C,2706
2597,15,2597,5,3,587.97,0,26991,11/15/2020,Q8T10RG32CWOP36CHESW,2707
2598,20,2598,138,2,530.34,0,95459,11/15/2020,24YEIO9GJEUJN6QAE11D,2708
2599,5,2599,156,3,14.94,0,41292,11/15/2020,BNOXOFU07GDF4N3VMI27,2709
2600,14,2600,31,2,121.94,0,39286,11/15/2020,BXG4IIMFSIY54TPNTMIE,2710
2601,9,2601,419,7,122.71,0,41908,11/15/2020,53MW2XML5PUT760K0JFS,2711
2602,2,2602,337,3,14.94,0,82690,11/15/2020,AVSDXXSMN7QZH6UU7GL0,2712
2603,21,2603,204,3,1349.85,0,85426,11/15/2020,II4UQ05QS3USSO2O11B2,2713
2604,9,2604,221,1,136.784,0.2,138144,11/15/2020,0Z8TJ655G3NRFOEGGKPJ,2714
2605,13,2605,153,4,61.12,0,18298,11/15/2020,87YEEFWJ1MWZMW8Z7LLE,2715
2606,15,2606,244,1,1.167,0.7,26723,11/15/2020,W9X88UA0WYK3UUJA6J5U,2716
2607,18,2607,39,1,16.99,0,19843,11/15/2020,J8TJLXVGC0J1ECY066LL,2717
2608,10,2608,175,3,24.672,0.2,28525,11/15/2020,4NCWR2OP12FJBD04PMWE,2718
2609,6,2609,60,1,2.52,0.2,101193,11/16/2020,KX01FIL90CK8LEKGMTU7,2719
2610,4,2610,277,5,1218.735,0.3,30325,11/16/2020,AY4I3YYWHKO6ZJQCVBJ2,2720
2611,13,2611,182,2,5.904,0.2,75182,11/16/2020,1PUBPYGN2S17S9YWJCJM,2721
2612,4,2612,181,3,15.696,0.2,21986,11/16/2020,ISW1MVU4RIB4B9996D0H,2722
2613,20,2613,271,3,6.096,0.6,65951,11/16/2020,FJBO9QCBXAXVR4HVWP92,2723
2614,5,2614,145,2,41.568,0.2,110338,11/16/2020,Z0GBYFVN6OIJTUQFE89D,2724
2615,2,2615,274,3,230.28,0.2,76915,11/17/2020,EOL9CYKE5QBZVGJUDABG,2725
2616,10,2616,228,6,18.288,0.2,57633,11/17/2020,RLECXAQGIG0PIKBV1LGB,2726
2617,2,2617,198,2,5.78,0,15350,11/17/2020,0X6JYD7K0XXWMN26WFOT,2727
2618,18,2618,11,13,121.68,0.2,63132,11/17/2020,N9BACV7ZBOV4FQO8SYWJ,2728
2619,16,2619,307,3,4.17,0,38312,11/17/2020,HI2SWX8O56SIADOV8MIZ,2729
2620,18,2620,406,4,67.04,0.2,31242,11/17/2020,P92S7XEY4GRA25Q8IGYZ,2730
2621,10,2621,430,3,37.32,0,39827,11/17/2020,6I2M4C0CJCDJAS90ZO0U,2731
2622,5,2622,363,5,18.45,0,74459,11/17/2020,1Q0777XNQ6K0AIRZ62KE,2732
2623,20,2623,429,4,25.92,0,39577,11/17/2020,K3DQSDH7IRX5L5S2EX42,2733
2624,16,2624,331,4,11199.968,0.2,145953,11/17/2020,T6TJZ9I0TMFF3GMMGFUF,2734
2625,21,2625,369,8,2399.6,0,64514,11/17/2020,8EMVPDZXR5FBXRXK7T3Z,2735
2626,18,2626,276,5,63.9,0,15316,11/17/2020,P5IPHO5FXI9M9LR7O9WJ,2736
2627,9,2627,404,1,52.99,0,34184,11/17/2020,1GZ45PO29LRG8J9357PT,2737
2628,7,2628,302,4,60.864,0.2,8289,11/17/2020,NWI601I3I16PM7TTFGJJ,2738
2629,9,2629,407,7,652.995,0.7,14241,11/17/2020,Q2J05VKLKVQC36QNIO4N,2739
2630,14,2630,241,10,11.22,0.7,69351,11/17/2020,0I0QHGVP6VEXOXUY5V6X,2740
2631,10,2631,314,3,14.94,0,15339,11/17/2020,Y5FDI026WSFVGQJJAOFP,2741
2632,13,2632,204,2,39.96,0,22066,11/18/2020,E0CEF9WODTXQQ2CKCYFS,2742
2633,19,2633,382,2,42.624,0.2,55757,11/18/2020,93Y276AFV7R8MJ53Z3R5,2743
2634,12,2634,88,1,220.96,0.2,33795,11/18/2020,JZI5QO7YXPZWD4XDB82M,2744
2635,17,2635,127,2,4.928,0.2,43656,11/18/2020,IL6H3I6HDVON0Q3GWGI2,2745
2636,5,2636,14,5,7.23,0.7,56145,11/18/2020,KUA9CETWFRKJRK4E6T3X,2746
2637,8,2637,438,2,323.1,0,92171,11/18/2020,8230HG9WHT23PUUA6KQ3,2747
2638,14,2638,85,4,19.04,0,36883,11/18/2020,5Y8IQ7HX4W3IXHXW3A8G,2748
2639,19,2639,359,3,13.128,0.2,46365,11/18/2020,SZ9XAIS6VC9B224VHQ8R,2749
2640,11,2640,287,3,64.14,0,48351,11/18/2020,CWYLSCXD2AHMIDYYKGOP,2750
2641,13,2641,187,4,858.24,0.1,27575,11/18/2020,8JT7UFS1LJZPAF3BCI6U,2751
2642,11,2642,287,1,29.99,0,47703,11/18/2020,T2SOKP5WXAJ174C4DXX4,2752
2643,4,2643,335,6,186.048,0.2,39464,11/19/2020,HRHX8XVM8XIVYFH1IAQN,2753
2644,20,2644,342,1,36.792,0.2,38589,11/19/2020,O8GN2BQ6YL9QGBBAQCR9,2754
2645,20,2645,383,8,18.624,0.2,30158,11/19/2020,OD168PU2VN6G7TI1A5M5,2755
2646,1,2646,304,3,57.69,0,13327,11/19/2020,AB95I46RSYYEUZVFGULV,2756
2647,9,2647,326,3,42.81,0,51356,11/19/2020,3Y298HS8F644TE1S1PLO,2757
2648,15,2648,349,2,12.96,0,100898,11/19/2020,2P82DTNMUB09B7D6VAME,2758
2649,11,2649,199,6,821.88,0,89379,11/19/2020,CRUA0LTNE407S09U6UO4,2759
2650,21,2650,105,3,104.85,0,95448,11/20/2020,LV3UI7OL5EYASQXDSC8U,2760
2651,17,2651,76,5,424.9575,0.15,75283,11/20/2020,F602I64CPGX9WRVRFIE5,2761
2652,22,2652,198,3,10.776,0.2,40223,11/20/2020,8Q2W09BGEIGAN5O3RZ0K,2762
2653,12,2653,230,3,11.784,0.2,31574,11/20/2020,AXHY8L6NOJELSRR1V3A9,2763
2654,18,2654,331,3,164.88,0,31525,11/20/2020,1OMLPY85LG2RD50J2OEV,2764
2655,18,2655,317,3,1292.94,0,14802,11/20/2020,OAF34EOW9FMI099VCIMY,2765
2656,1,2656,410,2,25.584,0.2,56681,11/20/2020,22BTFMQHTFWEWDE7ILJJ,2766
2657,21,2657,283,2,261.74,0,45021,11/20/2020,B1G8DWROQ5RWFM739PSY,2767
2658,14,2658,70,5,14.4,0,20466,11/20/2020,G0Q43VVNTX2EAQ1VL1PZ,2768
2659,10,2659,429,3,10.86,0,26904,11/20/2020,3A4HGR648VQLTV0P490W,2769
2660,1,2660,141,4,883.84,0.2,79191,11/21/2020,W7PH5V58ON3YLDQMMM4O,2770
2661,8,2661,71,11,1979.89,0,15041,11/21/2020,L1BTHU05GSO3S72EZBV1,2771
2662,20,2662,102,2,79.96,0,38283,11/21/2020,J8NM7IA3IMW7HA6DOO04,2772
2663,5,2663,223,2,8.76,0,19941,11/21/2020,8VFVS6N7MB9MN1TO69CP,2773
2664,3,2664,270,1,3.984,0.2,17907,11/21/2020,Y5SVBWW1BNUWTBC8REBN,2774
2665,10,2665,120,3,370.62,0.4,60870,11/21/2020,VBMLU9CPIENE09PMZHAR,2775
2666,6,2666,42,2,2.742,0.7,49116,11/21/2020,BOEQTQGFEU0262U5AGMJ,2776
2667,9,2667,244,3,79.512,0.2,43595,11/21/2020,T87HT1NLSW1VPKN8U0JV,2777
2668,7,2668,76,1,28.352,0.2,34752,11/21/2020,3KNCT7UHP1N7VIG780OT,2778
2669,6,2669,436,1,40.784,0.2,23296,11/21/2020,MYZ6GI7WFF3O1PNJ5ZUS,2779
2670,13,2670,449,4,105.96,0,21107,11/21/2020,2VEOU171M0U2FGMO5DON,2780
2671,5,2671,22,3,166.44,0,33742,11/21/2020,9LJJTSSN21U1PK2KILG0,2781
2672,5,2672,22,6,785.88,0,56279,11/21/2020,JZ01PWJ3MR7MPG6BX8JQ,2782
2673,13,2673,451,2,26.2,0,21088,11/21/2020,2EOW6RSPDL7LHAG7KVCI,2783
2674,16,2674,345,5,1325.85,0,30749,11/22/2020,DUYIUC3J8SQOMGKC5J5Q,2784
2675,10,2675,5,3,166.44,0,27299,11/22/2020,960176P3CC67YPJPDBEO,2785
2676,11,2676,12,5,8.76,0.2,21272,11/22/2020,WZZGKLVRWO7AP9CYF62V,2786
2677,18,2677,452,1,43.584,0.2,32534,11/22/2020,O3GP6ZBFC9UK8ZGJ0355,2787
2678,19,2678,269,7,11.088,0.7,35553,11/22/2020,UKJRIV1KO7AYZ7WJQDMK,2788
2679,16,2679,257,2,25.164,0.7,13375,11/22/2020,KEDQH9WEF2WQDUJWYO4A,2789
2680,14,2680,378,5,14.4,0,36436,11/22/2020,N1KM8RK09PJKI95600L4,2790
2681,7,2681,358,5,619.95,0,32924,11/22/2020,94D7MDCMSPIAHXCT38HC,2791
2682,13,2682,57,4,89.52,0,16469,11/22/2020,H00A1BSDWS3SS4Q01SSY,2792
2683,13,2683,219,3,350.973,0.1,16747,11/22/2020,U2Z4TKFMOM34ZODCUT8L,2793
2684,10,2684,163,1,164.99,0,111325,11/22/2020,0VFCV966DTL8HMX068RD,2794
2685,16,2685,265,9,312.552,0.2,48576,11/22/2020,75ZNTGDN6YJCJT6KRXB8,2795
2686,22,2686,366,3,95.952,0.2,20155,11/22/2020,BSHVI1FCOLH8MTPFP2ST,2796
2687,11,2687,115,2,3.204,0.7,48858,11/22/2020,6V2WXTRGEAG4AVCIRAEX,2797
2688,19,2688,312,5,3.98,0.8,19780,11/22/2020,ID24W0G42VIFW5XFZL8O,2798
2689,17,2689,202,5,15.7,0,51573,11/22/2020,AA04CXDXXREV8NHZS1SA,2799
2690,17,2690,300,4,5.248,0.2,17307,11/22/2020,BEYPDQE2RP69F732ZJ33,2800
2691,13,2691,127,3,5.346,0.7,67680,11/23/2020,627LTGDWSHP637BU5P8Y,2801
2692,11,2692,228,3,15.48,0.2,45699,11/23/2020,K5RVU870KKW5DY1WYU12,2802
2693,1,2693,80,3,108.576,0.2,37737,11/23/2020,F2P7GQK7A9Y07MWFQY76,2803
2694,1,2694,63,5,109.9,0,23983,11/23/2020,7WT1Q99X7U6V2521NEHM,2804
2695,17,2695,285,1,15.384,0.2,44421,11/23/2020,AAX55C4H7VTWN76W6PHB,2805
2696,12,2696,52,2,30.352,0.2,20689,11/23/2020,ZZDZFXW4HP0BK7V500VA,2806
2697,14,2697,215,4,821.3,0.5,53297,11/23/2020,4B3CL9K1A4J6S3GE4PJX,2807
2698,12,2698,185,6,22638.48,0.5,23084,11/23/2020,LVP7HQQPVK2UDVN9NTOC,2808
2699,20,2699,432,4,21.376,0.2,42768,11/23/2020,7KG5R4FRWBCCUIGE43JT,2809
2700,5,2700,209,3,8.016,0.2,33149,11/23/2020,EJHBF7S5HVUL5EA82PMB,2810
2701,16,2701,333,2,30.768,0.2,44916,11/23/2020,Y9QHID6UIP4IRS1ZTCWM,2811
2702,15,2702,236,3,18.936,0.2,40845,11/23/2020,Y6P2EM998DPOCJU9PU90,2812
2703,20,2703,66,3,122.352,0.2,34489,11/24/2020,FB70ECR7YF10AG9RPAGX,2813
2704,8,2704,14,3,116.28,0,24853,11/24/2020,T07T0WFI51KLMIUI1ZAH,2814
2705,22,2705,66,6,132.6,0,41161,11/24/2020,9YNO22LHZKT3SMBZ6EGB,2815
2706,19,2706,151,2,16.68,0,37339,11/24/2020,BAMNY29F1GMHPOWPWU1V,2816
2707,13,2707,72,3,19.44,0,32157,11/24/2020,T57OMSOHDI3AIILAEFYS,2817
2708,20,2708,222,4,192.16,0,50630,11/24/2020,5VXUXUPK0Z7MN0J4KVBS,2818
2709,6,2709,297,7,227.36,0,35640,11/24/2020,I2LC9BLUHGVF0O9AUOXZ,2819
2710,14,2710,364,3,1919.976,0.2,26584,11/24/2020,CJVOVI15TJM07MTBHOI3,2820
2711,20,2711,63,2,12.828,0.7,310976,11/24/2020,JJB6NBAUP7DSX6IPOETJ,2821
2712,10,2712,275,4,45.888,0.2,47937,11/24/2020,NW8FS2FYD0EW8S0KH76R,2822
2713,7,2713,374,9,60.12,0,112629,11/24/2020,3C889FALTAPJ0WM2RU9V,2823
2714,23,2714,199,3,302.376,0.2,84924,11/24/2020,C6ZVPDI576MSDKJ06IM4,2824
2715,18,2715,273,5,13.9,0,30216,11/24/2020,JPPC8WDIPDWWEQ59CK1S,2825
2716,20,2716,185,2,129.98,0,51468,11/24/2020,L42QMC22LBNQJSG9JHH5,2826
2717,12,2717,114,2,71.98,0,90773,11/24/2020,HSQWYTEQUYKCWYLNMLJA,2827
2718,16,2718,359,3,377.97,0,55035,11/24/2020,4295VXO0T3KMS3BCUNJO,2828
2719,9,2719,162,2,124.36,0,57293,11/25/2020,RD2ENUUMXVXV7DQGR3VP,2829
2720,18,2720,250,3,23.976,0.6,32459,11/25/2020,W8MRKQLV2JNZMQI2OJ0K,2830
2721,7,2721,234,3,8.376,0.2,25585,11/25/2020,2NV3AMWNQ1WWWFJJNMDU,2831
2722,5,2722,218,5,58.24,0.2,48990,11/25/2020,X8PM8CBPG1D3SMQII609,2832
2723,11,2723,42,5,81.2,0,48238,11/25/2020,CM5D7BQ5TUCQH5E5H29L,2833
2724,2,2724,215,5,14.45,0,62169,11/26/2020,9ZIS3TS15GCLOKLJ910K,2834
2725,11,2725,180,2,95.648,0.2,19232,11/26/2020,N71DBHBC04ROI3NMK4IX,2835
2726,8,2726,400,5,359.97,0.4,55611,11/26/2020,5BLW5HYWOXINGZT18IWJ,2836
2727,20,2727,55,4,350.352,0.4,30785,11/26/2020,J4QDXNXG69FXYC928102,2837
2728,6,2728,73,1,1.641,0.7,83967,11/26/2020,IKB61GRM0UTO28YSB6TY,2838
2729,8,2729,246,7,629.958,0.4,57095,11/26/2020,Z3RJG6TBZM1SX1JE6W76,2839
2730,22,2730,379,3,6.63,0,19593,11/26/2020,6EL9V4AAXU733IHJNLAY,2840
2731,13,2731,301,4,799.96,0,29666,11/26/2020,07RW57ED4AMSTTO69K1I,2841
2732,5,2732,339,1,107.53,0,37997,11/26/2020,1SUPTJ2VJBW7J56TDQXW,2842
2733,20,2733,87,2,73.98,0,285027,11/26/2020,TKKA9OSDD08F9YFX6BNB,2843
2734,7,2734,264,1,5.58,0,27238,11/26/2020,6AOS97QW6F9KE8KUPY0A,2844
2735,14,2735,149,4,49.12,0,59575,11/27/2020,G63T5Q7NSST00EO1S1GR,2845
2736,10,2736,200,3,377.97,0,36339,11/27/2020,DMGKDUVTXXKIKQR8SFQK,2846
2737,4,2737,215,7,42.28,0,33982,11/27/2020,37Z0JPKGUYZ87CREHB5R,2847
2738,11,2738,439,3,299.97,0,21159,11/27/2020,RN9HWZCC6NQY09FGKU4B,2848
2739,16,2739,240,2,89.98,0,105878,11/27/2020,3ZLACDZTA4KTMCKQIMQ7,2849
2740,21,2740,368,4,477.24,0,75528,11/27/2020,NA8A62CYXH0F8OON7KLD,2850
2741,19,2741,78,2,25.98,0,78683,11/27/2020,VJ64EXVQ17E48FOC06AM,2851
2742,6,2742,282,5,46.72,0.2,31846,11/27/2020,V9MB08ZA7DAQNIXMRZ9Z,2852
2743,11,2743,18,2,35.34,0,20761,11/27/2020,CZ5LZZJPPLT3WOGG5NE4,2853
2744,4,2744,241,6,257.64,0,7323,11/27/2020,HL9N3E9LZ0VTRQPOIZ99,2854
2745,4,2745,364,3,125.976,0.2,55516,11/27/2020,O63ENFNVVQ5X4VDVXWLA,2855
2746,6,2746,305,1,79.992,0.2,46124,11/28/2020,3APWNVBTK3NZMYK54IHV,2856
2747,7,2747,19,3,700.056,0.3,29164,11/28/2020,8103Y1YPOFMODLB8DH2G,2857
2748,10,2748,73,4,27.168,0.2,18376,11/28/2020,2LHVIUU15XIQKV8PTOTC,2858
2749,23,2749,47,3,8.226,0.7,42385,11/28/2020,JI3YTQ2JKT93U5YFLAIK,2859
2750,5,2750,83,3,585.552,0.2,29037,11/28/2020,EW3BEOS6L8M8EC5XBFL6,2860
2751,10,2751,2,11,423.28,0,32455,11/28/2020,574BC0I3M5OJK4L0NE2A,2861
2752,6,2752,301,2,225.296,0.2,40081,11/28/2020,ZLNUFSTH9UWER8OYZ2N9,2862
2753,1,2753,140,2,5.56,0,58961,11/28/2020,DBR5TVW1NCE0A0IP5LK9,2863
2754,2,2754,389,3,323.37,0,18963,11/28/2020,LUCIQ22HJ5FKGLR5K1CM,2864
2755,6,2755,402,5,783.96,0.2,35192,11/28/2020,0N5VP53SAAMF2RHFN2TU,2865
2756,8,2756,125,5,1447.65,0,60134,11/29/2020,36YGUFRJLJ8MMK67N1WY,2866
2757,12,2757,232,2,11.96,0,17602,11/29/2020,OKQUANP1865NFJ3ECYNY,2867
2758,4,2758,150,3,239.97,0,19989,11/29/2020,WYLWG1504E5TG06OY5IL,2868
2759,11,2759,52,4,76.92,0,74004,11/29/2020,RUR8GB8RYHXJ9SM4XTLK,2869
2760,6,2760,438,4,481.32,0,0,11/29/2020,4R0TZJXQET4DC43TO0QW,2870
2761,15,2761,214,5,48.4,0,27968,11/29/2020,5W8A68JJ0BW15N2REGRA,2871
2762,10,2762,287,1,0.99,0,49276,11/29/2020,KOS6WNJA9SVNRYUSISBE,2872
2763,12,2763,388,5,101.84,0.2,69038,11/29/2020,DI7B6H029KYM8L8F49L0,2873
2764,6,2764,125,3,10.332,0.7,84752,11/29/2020,RI1EEP8ZWNGWU66LUQ6I,2874
2765,6,2765,438,5,31.155,0.7,45119,11/29/2020,08W0JCMDEJPEYMZ6WSRS,2875
2766,8,2766,351,2,8.928,0.2,21347,11/29/2020,DWHQEF2T9JEH0QA4DVDM,2876
2767,15,2767,375,1,34.384,0.2,31135,11/29/2020,H4QIVJ6EXXEP5MBEA5WJ,2877
2768,16,2768,335,8,1924.16,0.2,35266,11/29/2020,4ZBWYVP1JXE6GVSQ8IWV,2878
2769,20,2769,156,2,32.192,0.8,52628,11/29/2020,BL0RV4YQ3QG23C4FLXNH,2879
2770,14,2770,388,7,50.12,0.2,45235,11/30/2020,E00JOQJN2M0O4TEA43RQ,2880
2771,20,2771,178,3,47.976,0.2,15873,11/30/2020,03FEYJQ5HUVR2YT1FA7V,2881
2772,1,2772,361,5,54.5,0,85102,11/30/2020,G2RA3WTAVWEB8F3IPFZX,2882
2773,2,2773,268,3,19.104,0.2,44745,11/30/2020,LYHFUIPJPU7Y6BCEO5X2,2883
2774,11,2774,96,3,49.44,0,26014,11/30/2020,2Z8TJU2ULKC0BJRV64F1,2884
2775,3,2775,114,2,10.368,0.2,38757,11/30/2020,31YKI9O9FQPUHJZ8MAOM,2885
2776,15,2776,73,3,154.44,0,40420,11/30/2020,4AUXVSKIH0H1XZXA90LE,2886
2777,17,2777,254,7,60.984,0.2,55964,11/30/2020,6TM5TZSNKTREPYR3MNH4,2887
2778,13,2778,86,2,195.466,0.15,31155,11/30/2020,XP8TJJ1YDA284YG8R1SR,2888
2779,20,2779,415,8,23.68,0.2,23740,11/30/2020,W7QM8066MC49S84ECAFQ,2889
2780,12,2780,177,3,2.376,0.2,25351,11/30/2020,7IP5K0AVUMOCW1HI6BJV,2890
2781,3,2781,60,4,59.2,0,63634,11/30/2020,QXXYCPCTFQC06PP0HNZW,2891
2782,4,2782,279,10,22,0,48291,11/30/2020,SPFXW7NW6YWVWHKR68AX,2892
2783,4,2783,37,2,257.98,0,7667,11/30/2020,EVCBPBSHONJZGX7H1FIP,2893
2784,9,2784,116,2,23.988,0.4,64092,12/1/2020,9SF5A849AFPY9DU3L6VU,2894
2785,10,2785,136,4,23.976,0.4,14990,12/1/2020,D7U16KDDF8NUHSG29TPR,2895
2786,8,2786,381,4,601.536,0.2,25898,12/1/2020,5MXP48Q7FRS7733JU9YZ,2896
2787,10,2787,231,2,7.9,0,26426,12/2/2020,PJ4EMDMTXLEV88KXB1CM,2897
2788,6,2788,331,5,58.36,0.6,40568,12/2/2020,0HVMAPDJEKQS4G2SAHU4,2898
2789,13,2789,256,7,16.464,0.2,41227,12/2/2020,I5DBZUILJ7MCPP29RCO9,2899
2790,18,2790,306,5,39.96,0.6,37055,12/2/2020,I0N33SI40JHISIBHBBUU,2900
2791,17,2791,369,2,25.96,0,22349,12/2/2020,VC3GFQ0IJ56U3Z4Q8V20,2901
2792,2,2792,121,3,36.27,0,21601,12/2/2020,IN4TW7QSG1TFCNOKMO1H,2902
2793,5,2793,152,1,6.48,0,27409,12/2/2020,HEAOPI6Q3FRTGCPZNIJ9,2903
2794,21,2794,125,14,1075.088,0.2,14483,12/2/2020,H9PALBF5IBVQOQJAUU1H,2904
2795,9,2795,200,4,438.368,0.2,92587,12/2/2020,L0KBYMZVW8HTGVCCAAYJ,2905
2796,17,2796,299,7,18.088,0.2,29166,12/2/2020,HVLH8OQNE4580V85ZNOG,2906
2797,8,2797,248,3,308.499,0.15,23875,12/2/2020,H3CLGZ37AN926VS7L0TJ,2907
2798,20,2798,415,4,13.36,0,54228,12/2/2020,4QJV4RS59AYF0KQADWIQ,2908
2799,10,2799,134,2,39.96,0,41931,12/3/2020,YE7AH2RYYOPAL7JYEK9B,2909
2800,23,2800,30,5,145.85,0,44363,12/3/2020,B5BBAFL1C305TYSD73FP,2910
2801,19,2801,119,5,783.96,0.2,58586,12/3/2020,0GXT4YKAM9799N9WY6M6,2911
2802,6,2802,78,1,7.88,0.2,222556,12/3/2020,LLP4R8RL6HULHAPDI6H0,2912
2803,20,2803,277,3,41.37,0,48632,12/3/2020,QTSWJBIH9XSJWEU8PCPT,2913
2804,11,2804,132,3,12.84,0,13075,12/3/2020,FSDORCKIG0467VRW88X8,2914
2805,3,2805,131,6,25.68,0,73811,12/3/2020,WJ21LWV5TTS61A1F8RYY,2915
2806,16,2806,202,2,47.516,0.3,122199,12/3/2020,CPZLFRT4LKI9M6QAEJYB,2916
2807,19,2807,401,2,9.42,0,18774,12/3/2020,HMTBHFLWXA3WIAGCDPSW,2917
2808,4,2808,378,2,12.96,0,16407,12/3/2020,DWGZHXW3ACEGYU36AYC8,2918
2809,7,2809,72,5,704.9,0,98409,12/3/2020,OAFD3V9X0T6EJ3QCBZIO,2919
2810,9,2810,337,2,561.568,0.2,44856,12/3/2020,NXOFKGD63RGO3PL1MD1M,2920
2811,2,2811,259,9,179.82,0,23222,12/4/2020,9I81ERCUZYUJF0DQYJFW,2921
2812,2,2812,199,6,185.58,0,69298,12/4/2020,X2PQFD5APMG1NEEGD5O0,2922
2813,22,2813,158,3,214.11,0,39595,12/4/2020,4SM4OP7BNUMQEBGIBZE7,2923
2814,5,2814,121,4,999.96,0,38415,12/4/2020,9CDISMYALDQVFTA3LQNX,2924
2815,18,2815,191,3,653.55,0,39436,12/4/2020,1RUA92YX15ATRUF8MW38,2925
2816,8,2816,179,5,114.6,0,17920,12/4/2020,K8G2OZUUYUKOX0BYFAJS,2926
2817,19,2817,58,1,60.74,0,18989,12/4/2020,BWJJ6MVPFDJ8PH8ESAJB,2927
2818,15,2818,107,2,124.36,0,33900,12/4/2020,N5J0W8WH9S7CF7X45GO5,2928
2819,20,2819,154,6,1088.76,0,66253,12/4/2020,47ZQUPSJL0WCYWBHEBA6,2929
2820,16,2820,57,5,6.72,0.2,62163,12/4/2020,D8T3IBK9R1QG6IXJA2I4,2930
2821,9,2821,239,3,298.776,0.2,24018,12/4/2020,ORA0GBLNQ5EYWRY6NBD8,2931
2822,14,2822,51,3,302.376,0.2,247389,12/4/2020,TY6WSDEX49R25PGI320Y,2932
2823,12,2823,381,2,8.928,0.2,175637,12/4/2020,1VBIARYDMQ5WNUS34OY7,2933
2824,11,2824,317,2,47.584,0.2,53232,12/5/2020,LWNWQ2HNJ9D9OS3UEIMF,2934
2825,4,2825,356,8,33.792,0.2,27431,12/5/2020,IIM6IUOFZD2RWFZOLJOH,2935
2826,20,2826,87,2,300.5328,0.32,37023,12/5/2020,3HRMZ1P8Q5BS43D1P87T,2936
2827,18,2827,18,2,2.724,0.8,63029,12/5/2020,KVBHRC36SZXYVF1UJISY,2937
2828,8,2828,199,2,3.264,0.2,61507,12/5/2020,98QZSCLNWAGNGILF57PL,2938
2829,18,2829,296,6,108.336,0.2,42837,12/5/2020,X6DT8OB66PFV2BNLIZ0I,2939
2830,4,2830,175,5,55.92,0.2,130238,12/5/2020,QK1SE7XUM7O3I1HWJTRV,2940
2831,10,2831,329,2,78.304,0.2,26645,12/5/2020,R3F9K9JFMPVEPY6Q9F7B,2941
2832,14,2832,396,5,443.92,0.2,25350,12/6/2020,ARBVGVEH1S2C60AW9DQ2,2942
2833,11,2833,321,3,155.976,0.2,64705,12/6/2020,QQHUD7WP8LH7YHB3E4D5,2943
2834,14,2834,90,7,15.47,0,74151,12/6/2020,LXS1IYVT01G8SK1U02OH,2944
2835,7,2835,49,2,7.16,0,55173,12/6/2020,S6L57JYSV8CXU4TOSV90,2945
2836,13,2836,268,1,10.89,0,32843,12/6/2020,5T4BYF8687EGWKMK61MO,2946
2837,10,2837,319,3,19.44,0,14385,12/6/2020,BNKC1HWOJT4LHCBC2D3Y,2947
2838,9,2838,2,5,121.6,0.2,21591,12/6/2020,7B1VEF3FLXEWCT7QU8Q7,2948
2839,11,2839,71,2,695.7,0.5,69087,12/6/2020,5FOMYAB4ZWZ6V3BJHN2T,2949
2840,23,2840,207,1,120.33,0,20146,12/7/2020,YVQP4J3M85DRW1VC8F4R,2950
2841,23,2841,402,4,1139.92,0,26907,12/7/2020,L1EPHPV6CKOEP6JXXUR8,2951
2842,4,2842,294,7,229.544,0.2,28415,12/7/2020,RQMFY1G698X1XCTBZNT7,2952
2843,9,2843,396,2,143.728,0.2,27653,12/7/2020,VKOD6VBFALDJTUBSAJNF,2953
2844,13,2844,275,3,36.048,0.2,43527,12/7/2020,3CRCSTQLY6Y02V5X2S64,2954
2845,15,2845,21,8,845.488,0.3,44572,12/7/2020,YNJH3IIIP35SFR8X0E1L,2955
2846,18,2846,170,3,50.94,0,34173,12/7/2020,CEFJQY5V7RHB85P7VOB7,2956
2847,20,2847,431,3,762.594,0.8,47903,12/7/2020,93T8M4X02D5IYM84YDJD,2957
2848,7,2848,283,6,56.28,0,48093,12/7/2020,5DCSAIG3WBRUFSQ5REHE,2958
2849,22,2849,74,3,2690.97,0,65883,12/8/2020,XOF47JXIN9P5TCZBNX32,2959
2850,16,2850,415,6,7.434,0.7,26732,12/8/2020,8EYJBAKGJOCSK7OWO2YI,2960
2851,13,2851,375,1,64.784,0.2,14607,12/8/2020,812OMFQT3HECOP9HKW8C,2961
2852,22,2852,20,4,28.16,0,161773,12/8/2020,4KCD84BEZV4J10CVVPVU,2962
2853,9,2853,98,1,14.98,0,135066,12/8/2020,F7YFVIEF36P5I4GQBDBF,2963
2854,13,2854,208,4,20.32,0,55141,12/8/2020,4L9SMPWLP7DIEODDXDMW,2964
